industry,category_kr,brand,copy,date,url,src
public_gov,관공서/단체,아리수,아리수 마시는 당신이 영웅,2024-06-01,https://play.tvcf.co.kr/951241,Jun_240702
home_appliance,전기전자,메이플스토리 M,이곳은 죽은자들의 비명이 살아있는 전장,2024-06-27,https://play.tvcf.co.kr/951206,Jun_240702
retail,서비스/유통/레저,코웨이 노블 공기청정기,프리미엄 디자인으로 공간을 완성하라,2024-06-20,https://play.tvcf.co.kr/951213,Jun_240702
education,출판/교육/문화,KBS 파리 2024 올림픽,한 번 가봅시다!,2024-03-01,https://play.tvcf.co.kr/937133,Mar_240403
home_appliance,전기전자,LG 시그니처 세탁건조기,새로운 세탁건조의 시대,2024-03-01,https://play.tvcf.co.kr/937114,Mar_240403
fashion,패션/스포츠,K2 플라이 슈트,플라이슈트와 함께 봄의 전부를 만나고 싶어서,2024-03-01,https://play.tvcf.co.kr/937113,Mar_240403
fnb,식품/제과,한돈,"입단하시죠, 자랑스러운 국돼팀으로",2024-03-01,https://play.tvcf.co.kr/937129,Mar_240403
home_living,생활/가정용품,템퍼 매트리스,THE FUTURE OF SLEEP IS HERE,2024-03-01,https://play.tvcf.co.kr/937137,Mar_240403
construction_realestate,아파트/건설,클렌체,창이라는 사치,2024-03-01,https://play.tvcf.co.kr/937164,Mar_240403
healthcare_pharma,제약/의료/복지,컨디션 스틱,당신의 숙취에 1등으로,2024-03-01,https://play.tvcf.co.kr/937124,Mar_240403
beverage_alcohol,음료/기호식품,카스 라이트 제로 슈거,우린 놀 땐 안 뺌,2024-03-01,https://play.tvcf.co.kr/937150,Mar_240403
fashion,패션/스포츠,젝시오,당신은 골프를 모른다. 아직.,2024-03-01,https://play.tvcf.co.kr/937169,Mar_240403
beauty,화장품,우루오스 페이스워시,남자답게 남김없이,2024-03-01,https://play.tvcf.co.kr/937115,Mar_240403
home_living,생활/가정용품,에싸,"소파는 관리가 어렵다는 상식, 에싸가 바꾸다",2024-03-01,https://play.tvcf.co.kr/937127,Mar_240403
healthcare_pharma,제약/의료/복지,신신파스 아렉스,붙이고 바로 이겨낸다,2024-03-01,https://play.tvcf.co.kr/937130,Mar_240403
beauty,화장품,설화수 자음생세럼,더 빠르고 더 탄탄하게,2024-03-01,https://play.tvcf.co.kr/937128,Mar_240403
beauty,화장품,샤넬 레드 까멜리아 세럼,아름다움에 대한 앞선 생각,2024-03-01,https://play.tvcf.co.kr/937136,Mar_240403
home_appliance,전기전자,보다나,보다나로 스타일을 보다,2024-03-01,https://play.tvcf.co.kr/937116,Mar_240403
fashion,패션/스포츠,노스페이스 마운틴 자켓,이번에도 짧게 할게. 마운틴 자켓을 더 짧게.,2024-03-01,https://play.tvcf.co.kr/937125,Mar_240403
beauty,화장품,정샘물뷰티,누구나 예쁜 데가 다 한 군데씩은 있거든,2024-03-01,https://play.tvcf.co.kr/937135,Mar_240403
beauty,화장품,유세린,유세린을 선택한다는 건 피부과학을 선택한다는 것.,2024-03-01,https://play.tvcf.co.kr/937171,Mar_240403
fnb,식품/제과,호올스,들숨에 호올스 날숨에 릴랙스,2024-03-01,https://play.tvcf.co.kr/937140,Mar_240403
corporate_pr,기업PR,DN솔루션즈,시작에서 솔루션을 찾다,2024-03-01,https://play.tvcf.co.kr/937217,Mar_240403
beverage_alcohol,음료/기호식품,조지아,"깨우다, 오늘을 새롭게",2024-03-01,https://play.tvcf.co.kr/937196,Mar_240403
retail,서비스/유통/레저,하이원리조트,취향은 달라도 여행지는 하나,2024-03-01,https://play.tvcf.co.kr/937258,Mar_240403
telecom,정보통신,넷플릭스,"3월, 넷플 뭐봄?",2024-03-01,https://play.tvcf.co.kr/937143,Mar_240403
fashion,패션/스포츠,콜핑 코어스텝,"올라 갈 땐 밀어주고, 내려올 땐 잡아주니까.",2024-03-01,https://play.tvcf.co.kr/937262,Mar_240403
corporate_pr,기업PR,삼성 VXT,Streamline your screen management,2024-03-01,https://play.tvcf.co.kr/937271,Mar_240403
fnb,식품/제과,삼산회관,오늘도 고생한 너한테 주는 이 할미의 선물,2024-03-01,https://play.tvcf.co.kr/937148,Mar_240403
healthcare_pharma,제약/의료/복지,컨디션,1등이라 행복한 컨디션 왕자,2024-03-01,https://play.tvcf.co.kr/937312,Mar_240403
beauty,화장품,데이지크 무드 섀도우 팔레트,"끌림만 있는 컬러 팔레트가 아닌, 어울림까지 있는 컬러 블렌딩",2024-03-01,https://play.tvcf.co.kr/937323,Mar_240403
beverage_alcohol,음료/기호식품,동화약품 배러화이트,Better white 맥이는 노래,2024-03-01,https://play.tvcf.co.kr/937650,Mar_240403
beverage_alcohol,음료/기호식품,동화약품 배러라이트,시원하게 비우는 Better Light,2024-03-01,https://play.tvcf.co.kr/937679,Mar_240403
education,출판/교육/문화,한국방송통신대학교,우리 같이 함께하는 세상으로,2024-03-01,https://play.tvcf.co.kr/937734,Mar_240403
finance,금융/보험,원더(롯데손해보험),보험 가입이 수입으로 바뀌는 놀라움,2024-03-01,https://play.tvcf.co.kr/937745,Mar_240403
finance,금융/보험,원더(롯데손해보험),보험 낭비를 정비로 막아주는 원더로!,2024-03-01,https://play.tvcf.co.kr/937748,Mar_240403
beverage_alcohol,음료/기호식품,참소주,열려라 참소주의 깨끗함,2024-03-01,https://play.tvcf.co.kr/938120,Mar_240403
automotive,자동차/정유,아이오닉5,살 때부터 팔 때까지 케어받는 EV 에브리 케어,2024-03-01,https://play.tvcf.co.kr/938304,Mar_240403
healthcare_pharma,제약/의료/복지,알비스,원인부터! 처음부터! 알비스!,2024-03-01,https://play.tvcf.co.kr/938711,Mar_240403
home_appliance,전기전자,던전앤파이터 모바일,옥성태 디렉터는 깨달았다,2024-03-01,https://play.tvcf.co.kr/939470,Mar_240403
fashion,패션/스포츠,데상트,Double Up Your Life,2024-03-01,https://play.tvcf.co.kr/940128,Mar_240403
beverage_alcohol,음료/기호식품,연세유업,속이 문제가 아니라 우유가 문제야,2024-03-01,https://play.tvcf.co.kr/937188,Mar_240403
beauty,화장품,정샘물,FIND YOUTIFUL,2024-03-01,https://play.tvcf.co.kr/937134,Mar_240403
telecom,정보통신,틴더,틀린 선택은 없어,2024-03-01,https://play.tvcf.co.kr/937156,Mar_240403
finance,금융/보험,삼성화재,보이는 보험,2024-03-01,https://play.tvcf.co.kr/937219,Mar_240403
beauty,화장품,메디필,"바르는 것보다 중요한 건, 모공 깊이 채우는 것",2024-03-01,https://play.tvcf.co.kr/937840,Mar_240403
telecom,정보통신,구글플레이,"START, 세상에 없던 PLAY",2024-03-02,https://play.tvcf.co.kr/937167,Mar_240403
healthcare_pharma,제약/의료/복지,컨디션 스틱,젤로 확 깨는 상태,2024-03-02,https://play.tvcf.co.kr/937160,Mar_240403
beverage_alcohol,음료/기호식품,삼육두유,언제나 우리 곁에,2024-03-02,https://play.tvcf.co.kr/937168,Mar_240403
healthcare_pharma,제약/의료/복지,세노비스 슈퍼바이오틱스 콜레스테롤,나의 장건강 자신감,2024-03-03,https://play.tvcf.co.kr/937170,Mar_240403
healthcare_pharma,제약/의료/복지,뉴트리원 퍼펙트 아이케어 3X GR,"한국인의 눈 건강, 164",2024-03-04,https://play.tvcf.co.kr/937236,Mar_240403
telecom,정보통신,29CM,새로운 시즌. 취향의 발견.,2024-03-04,https://play.tvcf.co.kr/937289,Mar_240403
healthcare_pharma,제약/의료/복지,모닝이즈백,"초깔끔한 아침의 시작, 백이면 백 모닝이즈백",2024-03-04,https://play.tvcf.co.kr/938077,Mar_240403
retail,서비스/유통/레저,HMG 드라이빙 익스피리언스,취미의 새로운 코스 발견,2024-03-04,https://play.tvcf.co.kr/939154,Mar_240403
public_gov,관공서/단체,육군학생군사학교,대한민국에서 챙겨주는 인생 적립,2024-03-04,https://play.tvcf.co.kr/940349,Mar_240403
fashion,패션/스포츠,데싱디바,날 행복하게 하는 건 변치 않아. 데싱디바 처럼.,2024-03-04,https://play.tvcf.co.kr/938566,Mar_240403
finance,금융/보험,우리금융그룹,우리 곁엔 우리가 있다,2024-03-04,https://play.tvcf.co.kr/937313,Mar_240403
retail,서비스/유통/레저,셀렙샵,"멈춰있는 쇼핑은 빠지시고, 살아있는 쇼핑에 빠져보시길",2024-03-04,https://play.tvcf.co.kr/937851,Mar_240403
automotive,자동차/정유,아이오닉5,아이오닉처럼 해봐요,2024-03-05,https://play.tvcf.co.kr/937642,Mar_240403
fnb,식품/제과,오뚜기,해피냠냠 룰루냠냠,2024-03-05,https://play.tvcf.co.kr/939029,Mar_240403
fnb,식품/제과,정식품 간단요리사,맛있는 요리육수,2024-03-06,https://play.tvcf.co.kr/937777,Mar_240403
automotive,자동차/정유,한국타이어 iON,전기차의 퍼포먼스 타이어로 완성하다,2024-03-06,https://play.tvcf.co.kr/937779,Mar_240403
public_gov,관공서/단체,서울특별시 교육청,우리가 지킨다,2024-03-06,https://play.tvcf.co.kr/937764,Mar_240403
public_gov,관공서/단체,방송통신위원회,"더 넓은 미디어 세상, 장애인 방송이 함께 합니다.",2024-03-06,https://play.tvcf.co.kr/939709,Mar_240403
beverage_alcohol,음료/기호식품,레드불,레드불 날개를 펼쳐줘요,2024-03-07,https://play.tvcf.co.kr/938053,Mar_240403
education,출판/교육/문화,KBS 케미단,KBS 케미단. 케미 터져서 케미단.,2024-03-07,https://play.tvcf.co.kr/937928,Mar_240403
beauty,화장품,아비브,언제 어디서라도 아비브 선케어,2024-03-07,https://play.tvcf.co.kr/937823,Mar_240403
home_appliance,전기전자,닌텐도 스위치 마리오 vs. 동키콩,번뜩이는 재치와 액션으로 돌파!,2024-03-07,https://play.tvcf.co.kr/938051,Mar_240403
public_gov,관공서/단체,2024 국민의 선택,투표 TOGETHER 모두 한 표,2024-03-07,https://play.tvcf.co.kr/937987,Mar_240403
fnb,식품/제과,반올림피자샵,미쳤다. 레드올림,2024-03-07,https://play.tvcf.co.kr/938248,Mar_240403
healthcare_pharma,제약/의료/복지,그날엔,"당신이 바로 웃을 수 있게, 그날엔",2024-03-08,https://play.tvcf.co.kr/937993,Mar_240403
fashion,패션/스포츠,네파 휘슬라이저,"ALL WAYS 하이킹, 휘슬라이저",2024-03-08,https://play.tvcf.co.kr/937967,Mar_240403
beauty,화장품,토리든,처음 만나는 똑똑한 비타민,2024-03-08,https://play.tvcf.co.kr/938037,Mar_240403
fashion,패션/스포츠,피레티,ETERNAL CLASSICS,2024-03-08,https://play.tvcf.co.kr/938099,Mar_240403
automotive,자동차/정유,스타리아 라운지,스타리아 라운지,2024-03-08,https://play.tvcf.co.kr/938302,Mar_240403
beverage_alcohol,음료/기호식품,카프리썬,The taste of fun,2024-03-08,https://play.tvcf.co.kr/939403,Mar_240403
construction_realestate,아파트/건설,휴그린,"금호석유화학이 만든 창, 작품",2024-03-08,https://play.tvcf.co.kr/937841,Mar_240403
automotive,자동차/정유,아이오닉5,와! 아이오닉은 이렇게도 쓰는 군요!,2024-03-08,https://play.tvcf.co.kr/938100,Mar_240403
healthcare_pharma,제약/의료/복지,모션필로우,코골이엔 10minds 모션 필로우,2024-03-09,https://play.tvcf.co.kr/938105,Mar_240403
finance,금융/보험,카카오뱅크,"이런 게, 카뱅이지~",2024-03-11,https://play.tvcf.co.kr/939155,Mar_240403
telecom,정보통신,직방,우리가 원하는 방 직방에 다 있다,2024-03-11,https://play.tvcf.co.kr/938195,Mar_240403
finance,금융/보험,DB손해보험 다이렉트 자동차보험,나에게 맞게 꼭!,2024-03-11,https://play.tvcf.co.kr/938298,Mar_240403
home_appliance,전기전자,퓨라셀미,"새로운 뷰티 디바이스의 탄생, 고주파도 초음파도 아니다.",2024-03-11,https://play.tvcf.co.kr/938229,Mar_240403
public_gov,관공서/단체,중앙선거관리위원회,당신의 꿈이 실현될 수 있도록,2024-03-11,https://play.tvcf.co.kr/938306,Mar_240403
beauty,화장품,미백 순수22%,미백 순수22%,2024-03-11,https://play.tvcf.co.kr/938308,Mar_240403
telecom,정보통신,KB오케어,헬스케어도 KB답게,2024-03-11,https://play.tvcf.co.kr/938311,Mar_240403
healthcare_pharma,제약/의료/복지,비맥스,I MAX인 당신에겐 B MAX가 필요하다,2024-03-11,https://play.tvcf.co.kr/938348,Mar_240403
fnb,식품/제과,GRBK,Escape The Ordinary,2024-03-11,https://play.tvcf.co.kr/939022,Mar_240403
home_appliance,전기전자,퓨라셀미,레이저 효과를 내는 건 레이저뿐이야,2024-03-11,https://play.tvcf.co.kr/938235,Mar_240403
retail,서비스/유통/레저,쏘카,"해지면 싸다, 쏘카",2024-03-11,https://play.tvcf.co.kr/938623,Mar_240403
public_gov,관공서/단체,2024 국민의 선택,소중한 한 표 꼭 행사하세요!,2024-03-12,https://play.tvcf.co.kr/938463,Mar_240403
telecom,정보통신,삼성 갤럭시 S24,인터넷 없이. 막 말해도. 알아서,2024-03-12,https://play.tvcf.co.kr/938827,Mar_240403
finance,금융/보험,OK캐피탈 OK비교대출,쏜다 쏜다 한달 이자 쏜다,2024-03-13,https://play.tvcf.co.kr/938370,Mar_240403
automotive,자동차/정유,BMW,당신은 BMW의 선택을 선택했다,2024-03-13,https://play.tvcf.co.kr/938578,Mar_240403
construction_realestate,아파트/건설,롯데캐슬,일상을 밀도 높게 나답게 살아가는 곳,2024-03-13,https://play.tvcf.co.kr/938617,Mar_240403
home_appliance,전기전자,삼성 BESPOKE 인덕션,프리미엄에 트렌드를 더하다,2024-03-13,https://play.tvcf.co.kr/938632,Mar_240403
telecom,정보통신,헤이딜러,중고차 세로고침,2024-03-13,https://play.tvcf.co.kr/938658,Mar_240403
fnb,식품/제과,누가바,누가봐도 누가바,2024-03-13,https://play.tvcf.co.kr/938687,Mar_240403
home_living,생활/가정용품,3H 지압침대,잠까지 바로,2024-03-13,https://play.tvcf.co.kr/938574,Mar_240403
home_living,생활/가정용품,하기스 네이처메이드,"네가 편안해야, 우리의 지금을 지킬 수 있으니까.",2024-03-14,https://play.tvcf.co.kr/938831,Mar_240403
healthcare_pharma,제약/의료/복지,뉴트리코어,1등은 성적표를 감추지 않는다,2024-03-14,https://play.tvcf.co.kr/938809,Mar_240403
fashion,패션/스포츠,노르디스크,Hej! Nordisk,2024-03-14,https://play.tvcf.co.kr/938639,Mar_240403
automotive,자동차/정유,쉐보레 트랙스 크로스오버,무엇을 원하든 무엇이든 가능하게,2024-03-14,https://play.tvcf.co.kr/938777,Mar_240403
healthcare_pharma,제약/의료/복지,콜대원 키즈,Mom을 위해 맘을 다해,2024-03-14,https://play.tvcf.co.kr/938695,Mar_240403
public_gov,관공서/단체,2024 국민의 선택,"여러분의 소중한 한표, 중앙선거관리 위원회와 SBS가 함께 지킵니다.",2024-03-14,https://play.tvcf.co.kr/938795,Mar_240403
healthcare_pharma,제약/의료/복지,디어페미닌,찐 핑크로 나는 좋아질 거야,2024-03-14,https://play.tvcf.co.kr/938797,Mar_240403
beverage_alcohol,음료/기호식품,진로골드,탄생! 부드러움의 황금비율,2024-03-14,https://play.tvcf.co.kr/938804,Mar_240403
home_appliance,전기전자,바디프랜드,바디프랜드 라운지로 오세요,2024-03-14,https://play.tvcf.co.kr/939450,Mar_240403
home_appliance,전기전자,삼성디스플레이,AI Health on Display,2024-03-14,https://play.tvcf.co.kr/939714,Mar_240403
home_appliance,전기전자,삼성디스플레이,AI Security on Display,2024-03-14,https://play.tvcf.co.kr/939716,Mar_240403
home_appliance,전기전자,삼성디스플레이,AI Power Saving on Display,2024-03-14,https://play.tvcf.co.kr/939715,Mar_240403
telecom,정보통신,KT M모바일,아직은 아니다 내일은 모른다,2024-03-14,https://play.tvcf.co.kr/940363,Mar_240403
fnb,식품/제과,어쩌다사장 대게라면,그냥 라면이 아니죠. 대게 맛있는 대게 라면이죠.,2024-03-14,https://play.tvcf.co.kr/938824,Mar_240403
public_gov,관공서/단체,2025 APEC 경주,"천년을 품고도 나아가고 싶어, 이름까지 경주",2024-03-14,https://play.tvcf.co.kr/938808,Mar_240403
fashion,패션/스포츠,언더아머,나의 모든 건 언더로부터,2024-03-14,https://play.tvcf.co.kr/939182,Mar_240403
finance,금융/보험,우리은행,우리 금융 생활의 A TO Z,2024-03-15,https://play.tvcf.co.kr/938878,Mar_240403
beverage_alcohol,음료/기호식품,제주 삼다수,"우리가 믿는 물, 제주삼다수",2024-03-15,https://play.tvcf.co.kr/938798,Mar_240403
telecom,정보통신,다방,모두다 보는방,2024-03-15,https://play.tvcf.co.kr/938799,Mar_240403
retail,서비스/유통/레저,이마트,이마트의 신선함엔 한계란 없으니까,2024-03-15,https://play.tvcf.co.kr/938807,Mar_240403
fashion,패션/스포츠,블랙야크,"자연 속으로 걸어가는 순간, 벅차오르다",2024-03-15,https://play.tvcf.co.kr/938805,Mar_240403
fnb,식품/제과,켈로그 첵스 초코 매직팝핑볼,마법같은 달콤함이 입 안 가득 톡톡!,2024-03-15,https://play.tvcf.co.kr/938829,Mar_240403
fnb,식품/제과,박카스맛 젤리,"텐션에 반전이 필요할 때, 박맛젤!",2024-03-15,https://play.tvcf.co.kr/938832,Mar_240403
healthcare_pharma,제약/의료/복지,세노비스 슈퍼바이오틱스 콜레스테롤,"나쁜콜레스테롤, SAY NO!",2024-03-15,https://play.tvcf.co.kr/938874,Mar_240403
beverage_alcohol,음료/기호식품,선양,"세상 잘 빠진 소주, 선양에 빠졌다",2024-03-15,https://play.tvcf.co.kr/938881,Mar_240403
healthcare_pharma,제약/의료/복지,그레인온,고르고 골라서 그레인 온,2024-03-15,https://play.tvcf.co.kr/938873,Mar_240403
public_gov,관공서/단체,가스안전캠페인,I'm so happy check,2024-03-15,https://play.tvcf.co.kr/938875,Mar_240403
home_appliance,전기전자,삼성 Neo QLED 8K,모든 순간을 업스케일,2024-03-15,https://play.tvcf.co.kr/938876,Mar_240403
automotive,자동차/정유,쉐보레 트랙스 크로스오버,"Life in Trax, Trax in Life",2024-03-15,https://play.tvcf.co.kr/939152,Mar_240403
healthcare_pharma,제약/의료/복지,모션필로우,다시 가까워지고 싶다면,2024-03-15,https://play.tvcf.co.kr/938884,Mar_240403
finance,금융/보험,신한 SOL트래블 체크카드,"이젠, 트래블카드가 1년 내내 열일하게 하자",2024-03-15,https://play.tvcf.co.kr/939607,Mar_240403
home_appliance,전기전자,바디프랜드,침대야 의자야?,2024-03-15,https://play.tvcf.co.kr/939633,Mar_240403
beauty,화장품,블랙포레,두피열 5도 감소,2024-03-15,https://play.tvcf.co.kr/940069,Mar_240403
beverage_alcohol,음료/기호식품,웰치스 제로,"칼로리 0, 과일맛은 Rich. 0&RICH.",2024-03-15,https://play.tvcf.co.kr/938800,Mar_240403
home_appliance,전기전자,셀리턴 익스럭스,미치도록 아름다운 통증,2024-03-16,https://play.tvcf.co.kr/938970,Mar_240403
home_appliance,전기전자,프라시아 전기,스탠더님들을 지켜주는 쿠폰 드릴게요.,2024-03-16,https://play.tvcf.co.kr/939046,Mar_240403
home_appliance,전기전자,삼성 더 프레임,TV로 만나는 일상 속 아트 갤러리,2024-03-17,https://play.tvcf.co.kr/939747,Mar_240403
public_gov,관공서/단체,KBS 개표방송 선택 2024 총선,"4월 10일, 개표방송의 클래식이 찾아옵니다",2024-03-17,https://play.tvcf.co.kr/939837,Mar_240403
beauty,화장품,대웅제약 이지듀,문제피부에 제약을 걸다,2024-03-17,https://play.tvcf.co.kr/938983,Mar_240403
public_gov,관공서/단체,세이브더칠드런,아프리카를 돕는 빨간 염소 고티와 함께 달려요,2024-03-18,https://play.tvcf.co.kr/939030,Mar_240403
healthcare_pharma,제약/의료/복지,알레그라,가장 나다운 순간이 계속되도록,2024-03-18,https://play.tvcf.co.kr/939048,Mar_240403
telecom,정보통신,아정당,입당하라! 생활솔루션 아정당,2024-03-18,https://play.tvcf.co.kr/939047,Mar_240403
home_appliance,전기전자,다이슨,다이슨의 가장 스마트한 헤어드라이어,2024-03-18,https://play.tvcf.co.kr/939119,Mar_240403
fashion,패션/스포츠,아메리칸투어리스터 롤리오,All-Rounder 'ROLLIO',2024-03-19,https://play.tvcf.co.kr/939109,Mar_240403
home_appliance,전기전자,별이되어라2,판타지는 본래 잔혹하다,2024-03-19,https://play.tvcf.co.kr/939121,Mar_240403
retail,서비스/유통/레저,알리익스프레스,천만가지 상품의 억소리나는 할인,2024-03-19,https://play.tvcf.co.kr/939157,Mar_240403
telecom,정보통신,아이폰 15,그냥 찍은 사진도 인물 사진으로,2024-03-19,https://play.tvcf.co.kr/939156,Mar_240403
fnb,식품/제과,농심 배홍동 비빔면,"비비는 순간 맛집이 되는 여기는, 비빌시 맛있구 배홍동",2024-03-19,https://play.tvcf.co.kr/939143,Mar_240403
automotive,자동차/정유,금호타이어,전기차의 심장이 되다,2024-03-20,https://play.tvcf.co.kr/939150,Mar_240403
retail,서비스/유통/레저,에버랜드,살랑살랑 봄 바람타고 날아 온 요정의 초댓장,2024-03-20,https://play.tvcf.co.kr/939175,Mar_240403
home_living,생활/가정용품,플랙커스,치실을 바로잡다,2024-03-20,https://play.tvcf.co.kr/939185,Mar_240403
beauty,화장품,구달,"이별은 티 하나 남김없이, Good bye 잡티",2024-03-20,https://play.tvcf.co.kr/939204,Mar_240403
beauty,화장품,구달,고윤정의 2주 잡티 이별 세럼,2024-03-20,https://play.tvcf.co.kr/939205,Mar_240403
beauty,화장품,쎌퓨전씨 선크림,해에게서 답을 찾는 사람들,2024-03-20,https://play.tvcf.co.kr/939237,Mar_240403
fnb,식품/제과,푸라닭치킨,"순살, 부위 확인 했죠?",2024-03-20,https://play.tvcf.co.kr/939240,Mar_240403
beverage_alcohol,음료/기호식품,로제청하 스파클링,"꽃처럼 예쁠 너의 내일엔, 로제청하 스파클링",2024-03-21,https://play.tvcf.co.kr/939248,Mar_240403
automotive,자동차/정유,ACDelco,자동차 부품의 새로운 기준,2024-03-21,https://play.tvcf.co.kr/939267,Mar_240403
beverage_alcohol,음료/기호식품,제주 삼다수,땅이 깨끗해야 물도 깨끗하니까,2024-03-21,https://play.tvcf.co.kr/939378,Mar_240403
beauty,화장품,미샤,Beauty in Reality,2024-03-21,https://play.tvcf.co.kr/939369,Mar_240403
healthcare_pharma,제약/의료/복지,와이즈바이옴,땡큐! 당큐락!,2024-03-21,https://play.tvcf.co.kr/939293,Mar_240403
fnb,식품/제과,오뚜기 진비빔면,진짜로 갑시다,2024-03-21,https://play.tvcf.co.kr/939419,Mar_240403
fnb,식품/제과,THE 미식 장인라면,고추의 맛으로 꽉 채운 스코빌,2024-03-21,https://play.tvcf.co.kr/939439,Mar_240403
beverage_alcohol,음료/기호식품,제주 삼다수,제주삼다수라는 진심을 주문하세요,2024-03-21,https://play.tvcf.co.kr/939426,Mar_240403
home_appliance,전기전자,컴투스 프로야구,도무지 적당히 좋아할 수 없는 스포츠,2024-03-21,https://play.tvcf.co.kr/939296,Mar_240403
healthcare_pharma,제약/의료/복지,벤포벨S,"애쓰니까 어른이다, 어른들의 비타민",2024-03-21,https://play.tvcf.co.kr/940064,Mar_240403
fashion,패션/스포츠,K2 플라이하이크 벤쳐,거침없이 하이킹,2024-03-21,https://play.tvcf.co.kr/939377,Mar_240403
home_appliance,전기전자,에오스블랙,극악이거나 극락이거나,2024-03-22,https://play.tvcf.co.kr/939489,Mar_240403
healthcare_pharma,제약/의료/복지,액티넘 EX골드,액션! 액티넘!,2024-03-22,https://play.tvcf.co.kr/939283,Mar_240403
retail,서비스/유통/레저,신세계그룹 랜더스데이,프로 쇼퍼들의 쇼핑 축제,2024-03-22,https://play.tvcf.co.kr/939401,Mar_240403
home_living,생활/가정용품,시저,니가 좋으면 나도 좋아,2024-03-22,https://play.tvcf.co.kr/939404,Mar_240403
home_appliance,전기전자,바디프랜드,"헬스케어 로봇, 바디프랜드",2024-03-22,https://play.tvcf.co.kr/939434,Mar_240403
fashion,패션/스포츠,스케쳐스 맥스 쿠셔닝,걷고 뛰는 편안함이 MAX,2024-03-22,https://play.tvcf.co.kr/939435,Mar_240403
automotive,자동차/정유,KG모빌리티,당신이 원하는 특별한 공간으로,2024-03-22,https://play.tvcf.co.kr/939487,Mar_240403
home_living,생활/가정용품,타가,예민은 타가가 할게요,2024-03-23,https://play.tvcf.co.kr/939428,Mar_240403
home_appliance,전기전자,삼성 BESPOKE AI 콤보,"AI로 세탁부터 건조까지 한 번에, 빠르게",2024-03-23,https://play.tvcf.co.kr/939449,Mar_240403
automotive,자동차/정유,현대자동차N,Never just drive,2024-03-23,https://play.tvcf.co.kr/940210,Mar_240403
home_appliance,전기전자,컴투스 프로야구,"야구, 좋아하세요?",2024-03-23,https://play.tvcf.co.kr/939234,Mar_240403
telecom,정보통신,삼성 갤럭시 S24,Good Job Galaxy,2024-03-24,https://play.tvcf.co.kr/940180,Mar_240403
fashion,패션/스포츠,코닥어패럴,코닥은 전체이용가,2024-03-25,https://play.tvcf.co.kr/939443,Mar_240403
telecom,정보통신,티오더,당신의 T나는 성공을 위해,2024-03-25,https://play.tvcf.co.kr/939471,Mar_240403
fnb,식품/제과,버거킹,소스라치는 매콤함,2024-03-25,https://play.tvcf.co.kr/939479,Mar_240403
beauty,화장품,투쿨포스쿨,난 하나로 칠해,2024-03-25,https://play.tvcf.co.kr/939481,Mar_240403
public_gov,관공서/단체,서울특별시교육청,서울 교육과 함께 걸으시겠습니까?,2024-03-25,https://play.tvcf.co.kr/939496,Mar_240403
public_gov,관공서/단체,국토교통부,새로운 시대를 달리다,2024-03-25,https://play.tvcf.co.kr/939603,Mar_240403
telecom,정보통신,토스 플레이스,"요즘 매장, 요즘 결제",2024-03-25,https://play.tvcf.co.kr/939491,Mar_240403
beauty,화장품,토리든,수분은 역시 토리든,2024-03-25,https://play.tvcf.co.kr/939486,Mar_240403
healthcare_pharma,제약/의료/복지,안국건강,수박씨보다 작게,2024-03-25,https://play.tvcf.co.kr/939836,Mar_240403
finance,금융/보험,신한투자증권,투자는 공부다,2024-03-25,https://play.tvcf.co.kr/940495,Mar_240403
public_gov,관공서/단체,한국관광공사,"떠나세요, 여행이 있는 주말",2024-03-25,https://play.tvcf.co.kr/940710,Mar_240403
retail,서비스/유통/레저,코드그라피,Keep Dreaming,2024-03-26,https://play.tvcf.co.kr/939641,Mar_240403
retail,서비스/유통/레저,프레시원,고민은 많아도 정답은 하나!,2024-03-27,https://play.tvcf.co.kr/939793,Mar_240403
home_appliance,전기전자,삼성 BESPOKE 제트 봇 콤보 AI Steam,"로봇청소기에 바라던 것이, 마침내",2024-03-27,https://play.tvcf.co.kr/940121,Mar_240403
automotive,자동차/정유,The Kia K4,Keeping every moment in good hands,2024-03-27,https://play.tvcf.co.kr/940175,Mar_240403
automotive,자동차/정유,The Kia K4,We push beyond. We Dare.,2024-03-27,https://play.tvcf.co.kr/940163,Mar_240403
beverage_alcohol,음료/기호식품,벨즈,"술자리 3대장은 소주, 맥주, 벨주",2024-03-27,https://play.tvcf.co.kr/940127,Mar_240403
healthcare_pharma,제약/의료/복지,MSD,암으로부터 당신의 건강을 지킬 인생샷,2024-03-27,https://play.tvcf.co.kr/940431,Mar_240403
public_gov,관공서/단체,기호3번 더불어민주연합,못참겠다 심판하자,2024-03-28,https://play.tvcf.co.kr/940119,Mar_240403
fashion,패션/스포츠,말본골프,Padise in play,2024-03-28,https://play.tvcf.co.kr/940072,Mar_240403
public_gov,관공서/단체,기호9번 조국혁신당,"4월 10일, 혁신의 바다에서 만납시다",2024-03-28,https://play.tvcf.co.kr/940117,Mar_240403
home_appliance,전기전자,경동나비엔 환기청정기,"온 집안에 새 공기만 돌고, 돌고, 돌고",2024-03-29,https://play.tvcf.co.kr/940261,Mar_240403
healthcare_pharma,제약/의료/복지,쥬비스 다이어트,"성공은 원래 한번에가 아니라, 하나씩이다.",2024-03-29,https://play.tvcf.co.kr/940365,Mar_240403
