industry,category_kr,brand,copy,date,url,src
fnb,식품/제과,버거킹,통크게 늘어나는 통모짜 패티,2024-02-19,https://play.tvcf.co.kr/935367,Feb_240304
home_appliance,전기전자,캐리어,공조의 기술로 공존의 미래를,2024-02-19,https://play.tvcf.co.kr/935512,Feb_240304
finance,금융/보험,라이나생명보험 골라담는 간편건강보험,노후대비는 지금부터!,2024-02-19,https://play.tvcf.co.kr/935508,Feb_240304
fnb,식품/제과,GRBK,"ESCAPE THE ORDINARY. 일상, 그 너머를 맛보다.",2024-02-19,https://play.tvcf.co.kr/935622,Feb_240304
healthcare_pharma,제약/의료/복지,스키니랩 다이글로핏 다이어트,굿바이 다이어트. 다음은 없어.,2024-02-19,https://play.tvcf.co.kr/935626,Feb_240304
healthcare_pharma,제약/의료/복지,모션필로우,눕기만 하세요. 인공지능 모션 필로우가 알아서 해 주니까.,2024-02-20,https://play.tvcf.co.kr/935610,Feb_240304
beverage_alcohol,음료/기호식품,코카콜라 크리에이션즈 한류,느껴봐 지금 이 magic,2024-02-20,https://play.tvcf.co.kr/935607,Feb_240304
telecom,정보통신,딜라이브,서비스는 ALL 요금은 Light,2024-02-20,https://play.tvcf.co.kr/936369,Feb_240304
telecom,정보통신,캐시워크,만보기의 본보기,2024-02-21,https://play.tvcf.co.kr/936082,Feb_240304
home_appliance,전기전자,바디프랜드 에덴,의자야 침대야?,2024-02-21,https://play.tvcf.co.kr/936110,Feb_240304
automotive,자동차/정유,KGM,Korea Genuinely Made,2024-02-21,https://play.tvcf.co.kr/936689,Feb_240304
beverage_alcohol,음료/기호식품,참이슬,이슬같이 깨끗한 다음날,2024-02-22,https://play.tvcf.co.kr/935693,Feb_240304
home_appliance,전기전자,LG전자,LG만의 기술로 완성하는 세상 모든 콘텐츠 라이프,2024-02-22,https://play.tvcf.co.kr/936102,Feb_240304
public_gov,관공서/단체,인천시설공단,일상에 행복을 더하다,2024-02-22,https://play.tvcf.co.kr/936509,Feb_240304
finance,금융/보험,하나은행,영웅은 하나!,2024-02-23,https://play.tvcf.co.kr/936146,Feb_240304
fashion,패션/스포츠,노스페이스 마운틴 자켓,"마운틴 자켓, 방수를 완성하다",2024-02-23,https://play.tvcf.co.kr/936231,Feb_240304
healthcare_pharma,제약/의료/복지,비판텐,우리 가족은 비판텐을 씁니다,2024-02-23,https://play.tvcf.co.kr/936441,Feb_240304
fashion,패션/스포츠,리복,REAR RETRO REEBOK,2024-02-23,https://play.tvcf.co.kr/936456,Feb_240304
healthcare_pharma,제약/의료/복지,비판텐,손발이 갈라질텐? 바르세요 비판텐,2024-02-23,https://play.tvcf.co.kr/936444,Feb_240304
fnb,식품/제과,한돈,국산 돼지고기를 고집하는 팀. 우리 국돼팀.,2024-02-24,https://play.tvcf.co.kr/936429,Feb_240304
home_appliance,전기전자,센텔리안24 마데카 프라임,"매일 뷰티가 가득한 피부, BeautyFULL",2024-02-26,https://play.tvcf.co.kr/936595,Feb_240304
healthcare_pharma,제약/의료/복지,아로나민 골드,빼자! 피로!,2024-02-26,https://play.tvcf.co.kr/936458,Feb_240304
fashion,패션/스포츠,캘러웨이 어패럴,Deep dive into Callaway,2024-02-26,https://play.tvcf.co.kr/936359,Feb_240304
home_living,생활/가정용품,옥시크린,빨래엔 역시 옥시크린,2024-02-26,https://play.tvcf.co.kr/936680,Feb_240304
home_appliance,전기전자,삼성 갤럭시 북4 프로,The new way to PC,2024-02-27,https://play.tvcf.co.kr/937235,Feb_240304
fashion,패션/스포츠,아이더,이것은 숨을 쉬는 자켓,2024-02-28,https://play.tvcf.co.kr/936795,Feb_240304
beauty,화장품,CJ 올리브영,작심삼월,2024-02-28,https://play.tvcf.co.kr/937048,Feb_240304
fashion,패션/스포츠,네파 듀라이크,그냥 보내기엔 너무 아까운 계절이니까,2024-02-28,https://play.tvcf.co.kr/936686,Feb_240304
retail,서비스/유통/레저,홈플러스,"뛰어야 산다, 홈플런",2024-02-28,https://play.tvcf.co.kr/936846,Feb_240304
finance,금융/보험,우리은행,전 여기서만 관리받아요,2024-02-28,https://play.tvcf.co.kr/936843,Feb_240304
beverage_alcohol,음료/기호식품,밀키스,부드럽게 밀려드는 내적친밀,2024-02-28,https://play.tvcf.co.kr/936832,Feb_240304
beauty,화장품,라메르,내면에서 피어난 진정한 젊음,2024-02-28,https://play.tvcf.co.kr/936847,Feb_240304
fnb,식품/제과,맥도날드 맥크리스피 토마토 치즈 크러스트,속속들이 놀라운 맛의 연속,2024-02-28,https://play.tvcf.co.kr/936845,Feb_240304
beauty,화장품,CJ 올리브영,우리가 사랑하는 올영세일,2024-02-28,https://play.tvcf.co.kr/937046,Feb_240304
beauty,화장품,CJ 올리브영,취향 발견의 축복은 끝이 없네,2024-02-28,https://play.tvcf.co.kr/937047,Feb_240304
home_appliance,전기전자,다이슨 에어랩 멀티 스타일러,"다양한 컬, 스타일링을 한 번에",2024-02-28,https://play.tvcf.co.kr/937119,Feb_240304
beverage_alcohol,음료/기호식품,켈리,켈리는 두번 터지네?,2024-02-29,https://play.tvcf.co.kr/936881,Feb_240304
fashion,패션/스포츠,블랙야크 343MAX,"자연 속으로 걸어가는 순간, 벅차오르다",2024-02-29,https://play.tvcf.co.kr/936874,Feb_240304
automotive,자동차/정유,The 기아 EV,지금이 전기차를 탈 때,2024-02-29,https://play.tvcf.co.kr/936882,Feb_240304
fnb,식품/제과,롯데리아,"롯데리아, 선 넘었다",2024-02-29,https://play.tvcf.co.kr/937059,Feb_240304
fashion,패션/스포츠,부쉬넬 골프,세상에서 가장 작은 부쉬넬,2024-02-29,https://play.tvcf.co.kr/937165,Feb_240304
telecom,정보통신,구글플레이,스타트! 세상에 없던 Play,2024-02-29,https://play.tvcf.co.kr/937221,Feb_240304
home_living,생활/가정용품,검가드 센서티브 치약,관리 안하면 붓고 피나다가 다시 하실 수 있습니다,2025-01-01,https://play.tvcf.co.kr/969267,Feb_250310
fnb,식품/제과,농심 짜파게티,즐거움이 묻어있다,2025-01-01,https://play.tvcf.co.kr/969273,Feb_250310
beauty,화장품,우르오스,피부피로 한방에 풀자!,2025-01-01,https://play.tvcf.co.kr/969279,Feb_250310
education,출판/교육/문화,MBC,을사년 새해 복 많이 받으세요,2025-01-01,https://play.tvcf.co.kr/969278,Feb_250310
education,출판/교육/문화,KBS 쿨 FM,당신의 끝내주는 하루를 위한 COOL PLAN,2025-01-01,https://play.tvcf.co.kr/969268,Feb_250310
education,출판/교육/문화,KBS,신뢰와 혁신 국민과 함께,2025-01-01,https://play.tvcf.co.kr/969261,Feb_250310
finance,금융/보험,DB손해보험,올해도 약속대로 이루어지길,2025-01-01,https://play.tvcf.co.kr/969283,Feb_250310
home_living,생활/가정용품,퍼실 딥클린 실내건조,"상쾌한 실내건조, 딥클린이 답이다",2025-01-01,https://play.tvcf.co.kr/969272,Feb_250310
telecom,정보통신,틱톡,"틱톡 AI 생성 콘텐츠 라벨로 제대로 보고, 제대로 즐기세요",2025-01-01,https://play.tvcf.co.kr/969293,Feb_250310
healthcare_pharma,제약/의료/복지,톡스올로지 클렌즈 비움·버닝올로지 디데이,누가하든 성공할 수 있어요,2025-01-01,https://play.tvcf.co.kr/969274,Feb_250310
healthcare_pharma,제약/의료/복지,이알하나,"갱년기엔, 이알하나",2025-01-01,https://play.tvcf.co.kr/969260,Feb_250310
telecom,정보통신,원신,25년 첫 대규모 업데이트,2025-01-01,https://play.tvcf.co.kr/969282,Feb_250310
healthcare_pharma,제약/의료/복지,아이클타임,이제 훈이랑 아이클타임,2025-01-01,https://play.tvcf.co.kr/966066,Feb_250310
public_gov,관공서/단체,시청자미디어재단,이제는 미디어도 교육이 필요합니다,2025-01-01,https://play.tvcf.co.kr/969265,Feb_250310
telecom,정보통신,스포티파이,나보다 날 더 잘 아는 나만의 스포티파이,2025-01-01,https://play.tvcf.co.kr/969294,Feb_250310
home_appliance,전기전자,샤크 디텍트 클린 & 엠티,당신의 청소가 바뀝니다,2025-01-01,https://play.tvcf.co.kr/969271,Feb_250310
beauty,화장품,샤넬 N1 DE CHANEL 레드 까멜리아 세럼,날마다 피부는 더욱 매끈해 보이며 어린 생기로 빛납니다.,2025-01-01,https://play.tvcf.co.kr/969292,Feb_250310
healthcare_pharma,제약/의료/복지,버닝올로지 올인원,중년 건강 다이어트엔 버닝올로지 올인원,2025-01-01,https://play.tvcf.co.kr/969280,Feb_250310
automotive,자동차/정유,랜드로버 디펜더,2025년형 디펜더 출시,2025-01-01,https://play.tvcf.co.kr/969266,Feb_250310
healthcare_pharma,제약/의료/복지,락토핏,이번 설에도 락토핏으로 건강을 선물하세요,2025-01-01,https://play.tvcf.co.kr/969277,Feb_250310
fnb,식품/제과,땅콩이네감자떡,🎵 땅콩 땅콩 땅콩 땅콩 땅콩이네 감자떡,2025-01-01,https://play.tvcf.co.kr/969296,Feb_250310
fnb,식품/제과,대숲맑은 담양딸기,🎵 프리미엄 담양딸기,2025-01-01,https://play.tvcf.co.kr/969263,Feb_250310
automotive,자동차/정유,MT9,오늘 하루에 다. 시간을 이기는 트랙터 MT9,2025-01-02,https://play.tvcf.co.kr/969480,Feb_250310
automotive,자동차/정유,THE NEW 투아렉,모든 기대를 뛰어 넘는다,2025-01-02,https://play.tvcf.co.kr/969478,Feb_250310
education,출판/교육/문화,KBS,광복 80주년 KBS가 함께합니다.,2025-01-02,https://play.tvcf.co.kr/969476,Feb_250310
finance,금융/보험,한화 시그니처 여성 건강보험 3.0,여성건강에 맞춰 더 섬세하게,2025-01-02,https://play.tvcf.co.kr/969646,Feb_250310
home_living,생활/가정용품,하이퍼스,뭘 좀 아는 사람들의 진짜 가구,2025-01-02,https://play.tvcf.co.kr/970071,Feb_250310
education,출판/교육/문화,메가스터디,Prove What You Got,2025-01-02,https://play.tvcf.co.kr/969582,Feb_250310
healthcare_pharma,제약/의료/복지,용각산 쿨,"목에 곧바로, 위기목면",2025-01-03,https://play.tvcf.co.kr/969787,Feb_250310
education,출판/교육/문화,KBS,여객기 참사 희생자들의 명복을 빕니다.,2025-01-03,https://play.tvcf.co.kr/969543,Feb_250310
education,출판/교육/문화,KB금융 코리아 피겨스케이팅 챔피언십,7분의 화려한 왈츠,2025-01-03,https://play.tvcf.co.kr/969541,Feb_250310
fashion,패션/스포츠,캘러웨이 엘리트 드라이버,드라이버를 넘어선 엘리트 드라이버의 시작,2025-01-03,https://play.tvcf.co.kr/970062,Feb_250310
public_gov,관공서/단체,충청북도교육청,내일. 또 매일. 빛나는 교육,2025-01-03,https://play.tvcf.co.kr/969823,Feb_250310
healthcare_pharma,제약/의료/복지,메가젠 임플란트,"귀로만 선택하던 임플란트, 이제 눈으로 선택하세요!",2025-01-03,https://play.tvcf.co.kr/969542,Feb_250310
home_appliance,전기전자,삼성 갤럭시 북5,이 정도는 돼야 AI 노트북이지,2025-01-04,https://play.tvcf.co.kr/969951,Feb_250310
beauty,화장품,이지듀,"가리려고 발랐는데, 기미가 흐려지네?",2025-01-04,https://play.tvcf.co.kr/968498,Feb_250310
healthcare_pharma,제약/의료/복지,겔포스 엘,그 정도가 딱! 갤포스엘 먹을 정도,2025-01-05,https://play.tvcf.co.kr/969558,Feb_250310
healthcare_pharma,제약/의료/복지,용각산 쿨,"물없이 칙칙, 곧바로 촉촉",2025-01-05,https://play.tvcf.co.kr/969559,Feb_250310
fnb,식품/제과,파파존스,정통으로 한 판 먹었다,2025-01-05,https://play.tvcf.co.kr/969644,Feb_250310
fnb,식품/제과,파파존스,아이브와 함께 아메리칸 프리미엄 피자,2025-01-05,https://play.tvcf.co.kr/969674,Feb_250310
fnb,식품/제과,차오차이,중화요리 먹으러 나는 집으로 간다,2025-01-05,https://play.tvcf.co.kr/969549,Feb_250310
fnb,식품/제과,오뚜기 X.O.만두,보는 눈 있는 엄마라면 X.O.만 보여요,2025-01-05,https://play.tvcf.co.kr/969562,Feb_250310
education,출판/교육/문화,스파르타코딩클럽,"IT 취업, 이젠 한계란 없다.",2025-01-05,https://play.tvcf.co.kr/969934,Feb_250310
healthcare_pharma,제약/의료/복지,세라젬,"이러니, 해볼 수 밖에.",2025-01-05,https://play.tvcf.co.kr/969552,Feb_250310
home_appliance,전기전자,삼성전자 세일 페스타,"갖고싶던 AI제품 모두, 구독으로 삼세페",2025-01-05,https://play.tvcf.co.kr/969547,Feb_250310
home_appliance,전기전자,듀얼소닉 이펙트,기대해 이런 이펙트는 처음일테니까,2025-01-05,https://play.tvcf.co.kr/969620,Feb_250310
retail,서비스/유통/레저,트립닷컴,"남는 여행, 트립닷컴",2025-01-06,https://play.tvcf.co.kr/969561,Feb_250310
education,출판/교육/문화,웅진스마트올,"공부라는 게, 맛이거든.",2025-01-06,https://play.tvcf.co.kr/969622,Feb_250310
automotive,자동차/정유,The 기아 타스만,새로운 세상 속으로,2025-01-06,https://play.tvcf.co.kr/969794,Feb_250310
automotive,자동차/정유,제네시스,제네시스의 디테일은 당신의 손끝에서 완성됩니다,2025-01-06,https://play.tvcf.co.kr/969676,Feb_250310
healthcare_pharma,제약/의료/복지,정관장,새해 건강은 정관장으로,2025-01-06,https://play.tvcf.co.kr/969589,Feb_250310
beauty,화장품,인셀덤,진화하는 광채 에너지,2025-01-06,https://play.tvcf.co.kr/969625,Feb_250310
beauty,화장품,에버셀,에버셀의 시간은 거꾸로 간다,2025-01-06,https://play.tvcf.co.kr/969942,Feb_250310
telecom,정보통신,아임웹,"Start Your Brand, Now",2025-01-06,https://play.tvcf.co.kr/969577,Feb_250310
automotive,자동차/정유,스포티지,당신만의 새로운 게임을 시작하세요,2025-01-06,https://play.tvcf.co.kr/969615,Feb_250310
home_appliance,전기전자,삼성 갤럭시 북5 프로,The new way to PC,2025-01-06,https://play.tvcf.co.kr/969803,Feb_250310
home_living,생활/가정용품,라포레큐,라포레 큐!,2025-01-06,https://play.tvcf.co.kr/969629,Feb_250310
fnb,식품/제과,KFC 켄치밥,점심도 역시 KFC,2025-01-07,https://play.tvcf.co.kr/969781,Feb_250310
finance,금융/보험,AXA손해보험,보험에서의 케어는 달라야한다.,2025-01-07,https://play.tvcf.co.kr/969784,Feb_250310
retail,서비스/유통/레저,LG베스트샵,BEST SHOP BEST MOMENT,2025-01-07,https://play.tvcf.co.kr/969678,Feb_250310
automotive,자동차/정유,현대모비스,Beyond and More,2025-01-07,https://play.tvcf.co.kr/970649,Feb_250310
education,출판/교육/문화,웅진씽크빅,The moment every book becomes special with Booxtory,2025-01-07,https://play.tvcf.co.kr/970603,Feb_250310
fnb,식품/제과,아웃백스테이크하우스,2024 우리가 사랑한 아웃백 어워즈,2025-01-07,https://play.tvcf.co.kr/969810,Feb_250310
corporate_pr,기업PR,복주,물에서 미래와 희망을 찾는 기업,2025-01-07,https://play.tvcf.co.kr/969805,Feb_250310
beauty,화장품,바디앤,미친 볼륨을 만들다,2025-01-07,https://play.tvcf.co.kr/969638,Feb_250310
education,출판/교육/문화,스픽,"틀려라, 트일 것이다.",2025-01-08,https://play.tvcf.co.kr/969364,Feb_250310
fnb,식품/제과,BHC치킨,내 bhc는 내가 정해!,2025-01-08,https://play.tvcf.co.kr/969789,Feb_250310
public_gov,관공서/단체,한국관광공사,Unknown Korea,2025-01-08,https://play.tvcf.co.kr/969954,Feb_250310
beverage_alcohol,음료/기호식품,하이뮨 아미노포텐,올인원 아미노산. 하이뮨 아미노포텐.,2025-01-08,https://play.tvcf.co.kr/969825,Feb_250310
education,출판/교육/문화,피닉스 주파수,탄탄의 셀프케어 101 지금 바로 신청하세요,2025-01-08,https://play.tvcf.co.kr/970927,Feb_250310
healthcare_pharma,제약/의료/복지,콜레올로지·맨올로지 컷,140만 고객님들이 선택한 브랜드,2025-01-08,https://play.tvcf.co.kr/969827,Feb_250310
education,출판/교육/문화,스파르타코딩클럽,IT 취업? 이제 한계란 없다,2025-01-08,https://play.tvcf.co.kr/969935,Feb_250310
corporate_pr,기업PR,삼성전자,Future-Ready. SAMSUNG B2B Intergrated Offering.,2025-01-08,https://play.tvcf.co.kr/969830,Feb_250310
fnb,식품/제과,맥도날드 해피스낵,츄러스 콤보로 즐겨요,2025-01-08,https://play.tvcf.co.kr/969826,Feb_250310
